Crocodile_Dundee_films
American_science_fiction_horror_films
American_screwball_comedy_films
American_sex_comedy_films
American_Sign_Language_films
American_silent_feature_films
American_silent_short_films
American_sports_comedy_films
American_sports_films
American_spy_films
American_teen_action_films
American_teen_comedy_films
American_teen_drama_films
American_teen_fantasy_films
American_teen_films
American_teen_horror_films
American_teen_LGBT-related_films
American_teen_romance_films
American_teen_science_fiction_films
American_teen_sports_films
American_teen_superhero_films
American_television_films
American_thriller_films
American_war_films
American_war_novels
American_Western_(genre)_films
American_World_War_II_propaganda_films
American_Zoetrope_films
Amicus_Productions_films
Amish_in_popular_culture
Amityville_Horror_films
Ancient_astronauts_in_fiction
Ancient_Egypt_in_fiction
Andr%C3%A9_Previn_albums
Android_films
Andy_Warhol
Animal_cruelty_in_fiction
Animals_in_media
Animated_action_films
Animated_adventure_films
Animated_Batman_films
Animated_comedy_films
Animated_drama_films
Animated_duos
Animated_fantasy_films
Animated_feature_films
Animated_films_based_on_actual_events
Animated_films_based_on_Alice_in_Wonderland
Animated_musical_films
Animated_romance_films
Animated_science_fiction_films
Annie_Award_winners
Anthology_films
Anthony_Award-winning_works
Anthropology_documentary_films
Anthropomorphic_martial_artists
Anti%E2%80%93nuclear_weapons_movement
Anti-British_sentiment
Anti-fascist_films
Anti-fascist_propaganda_films
Antisemitism_in_the_United_States
Anti-war_films
Anti-war_films_about_the_Vietnam_War
Anti-war_films_about_World_War_I
Anti-war_films_about_World_War_II
Antoine_de_Saint-Exup%C3%A9ry
Apartheid_films
Apocalypse_Now
Apocalyptic_fiction
Apocalyptic_films
Arab-American_literature
Arabic-language_films
Aramaic-language_films
Argentine_films
Arista_Records_soundtracks
Arsenal_F.C.
Art_films
Arthurian_film_and_television
Articles_containing_video_clips
Articles_created_via_the_Article_Wizard
Articles_with_inconsistent_citation_formats
Artificial_intelligence_in_fiction
Artificial_uterus_in_fiction
Artisan_Entertainment_films
Asian-American_films
Asian-Canadian_films
Association_football_films
Asteroids_in_fiction
Astrology
Atlantic_Entertainment_Group_films
Austin_Powers
Australia_in_fiction
Australian_action_films
Australian_comedy_films
Australian_documentary_films
Australian_drama_films
Australian_films
Australian_LGBT-related_films
Australian_musical_films
Australian_romance_films
Australian_romantic_comedy_films
Australian_science_fiction_films
Australian_short_films
Australian_sports_films
Australian_television_films
Australian_thriller_films
Australian_Western_(genre)_films
Austrian_adventure_films
Austrian_drama_films
Austrian_films
Austrian_romance_films
Auto_racing_films
Avant-garde_and_experimental_films
Aviation_films
Back_to_the_Future_films
BAFTA_winners_(films)
Ballet_films
Ballroom_dancing_films
Balto_(film)
Bambi_films
Bandai_Entertainment_anime_titles
Bandai_Visual
Bangsian_fantasy
Barenaked_Ladies_video_albums
Barney_&_Friends
Bartending
Baseball_films
Basketball_films
Basketball_in_Indiana
Batman_films
Battle_of_Britain_films
BBC_Films_films
BBC_Radio_programmes
BBC_television_dramas
BBC_Television_programmes
BDSM_in_films
Beach_party_films
Beacon_New_York
Beaconsfield_Studios_films
Beauty_pageant_films
Beavis_and_Butt-head
Belgian_films
Belgian_LGBT-related_films
Belgium_in_fiction
Bengali-language_films
Benji
Bernard_Herrmann_albums
Best_Animated_Feature_Annie_Award_winners
Best_Animated_Feature_Broadcast_Film_Critics_Association_Award_winners
Best_Animated_Short_Academy_Award_winners
Best_British_Film_Empire_Award_winners
Best_Documentary_Feature_Academy_Award_winners
Best_Drama_Picture_Golden_Globe_winners
Best_Feature_Film_National_Film_Award_winners
Best_Film_C%C3%A9sar_Award_winners
Best_Film_Empire_Award_winners
Best_Film_Goya_Award_winners
Best_Film_Guldbagge_Award_winners
Best_Film_HKFA
Best_Film_Kinema_Junpo_Award_winners
Best_Foreign_Language_Film_Academy_Award_winners
Best_Foreign_Language_Film_BAFTA_Award_winners
Best_Foreign_Language_Film_C%C3%A9sar_Award_winners
Best_Foreign_Language_Film_Golden_Globe_winners
Best_Musical_or_Comedy_Picture_Golden_Globe_winners
Best_Picture_Academy_Award_winners
Best_Visual_Effects_Academy_Award_winners
Beverly_Hills_California
Beverly_Hills_Cop
Bigfoot_films
Bikinis
BILBY_Award_winning_works
Bill_Conti_albums
Biographical_films
Biographical_films_about_actors
Biographical_films_about_artists
Biographical_films_about_businesspeople
Biographical_films_about_children
Biographical_films_about_criminals
Biographical_films_about_Jesus
Biographical_films_about_journalists
Biographical_films_about_military_leaders
Biographical_films_about_mobsters
Biographical_films_about_musicians
Biographical_films_about_religious_leaders
Biographical_films_about_Roman_emperors
Biographical_films_about_sportspeople
Biographical_films_about_writers
Biopunk_films
Bipolar_disorder_in_fiction
Bisexuality-related_films
Bj%C3%B6rk
Black_comedy_films
Black_Panther_Party
Black-and-white_documentary_films
Black-and-white_films
Blackface_minstrel_shows_and_films
Blackface_minstrelsy
Blade_(comics)_films
Blade_Runner
Blaxploitation_films
Bloodsport_films
Bobsleigh
Body_horror_films
Body_modification
Body_Snatchers_films
Body_swapping_in_fiction
Bonanno_crime_family
Bonnie_and_Clyde
Bookstores_in_fiction
Borderline_personality_disorder
Borderline_personality_disorder_in_fiction
Borscht_Belt
Bosnian_War_films
Boston_Celtics
Boston_Massachusetts_in_fiction
Botswana_films
Bowery_Boys_films
Bowling_films
Boxing_films
Boys_Life_films
Brain%E2%80%93computer_interfacing_in_fiction
Brain_transplant_in_fiction
Brazilian_comedy_films
Brazilian_films
Brazilian_romance_films
Brazilian_thriller_films
Bring_It_On_films
British_action_films
British_adventure_films
British_animated_films
British_avant-garde_and_experimental_films
British_biographical_films
British_black_comedy_films
British_Christmas_films
British_comedy_films
British_comedy-drama_films
British_coming-of-age_films
British_crime_drama_films
British_crime_films
British_crime_thriller_films
British_criminal_comedy_films
British_documentary_films
British_drama_films
British_Empire_war_films
British_epic_films
British_fantasy_films
British_films
British_historical_films
British_horror_films
British_independent_films
British_India_in_fiction
British_Indian_films
British_legal_films
British_LGBT-related_films
British_Lion_Films_films
British_musical_comedy_films
British_musical_films
British_mystery_films
British_novels
British_Pakistani_films
British_plays
British_romance_films
British_romantic_comedy_films
British_romantic_drama_films
British_satirical_films
British_science_fiction_films
British_short_films
British_Sign_Language_films
British_silent_films
British_sports_films
British_spy_films
British_teen_films
British_television_films
British_thriller_films
British_war_drama_films
British_war_films
Broadway_plays
Brooksfilms_films
Brown_&_Williamson
Buddhism_in_fiction
Buddy_films
Buddy_Holly
Buena_Vista_International_films
Buena_Vista_Social_Club
Bulgarian_films
Bulgarian-language_films
Business_films
Cain_and_Abel
California_Angels
California_in_fiction
California's_Great_America
Cambridge_in_fiction
Camcorder_films
Canada%E2%80%93United_States_relations_in_popular_culture
Canadian_action_films
Canadian_animated_films
Canadian_comedy_films
Canadian_documentary_films
Canadian_drama_films
Canadian_Film_Centre_films
Canadian_films
Canadian_horror_films
Canadian_LGBT-related_films
Canadian_musical_films
Canadian_romance_films
Canadian_science_fiction_films
Canadian_teen_films
Canadian_television_miniseries
Canadian_thriller_films
Cannes_Film_Festival
Cannibalism_in_fiction
Cantonese-language_films
Capitol_Records_soundtracks
Caravan_Pictures_films
Carlito's_Way
Carolco_Pictures_films
Caroline_Records_soundtracks
Carson_Productions_films
Carter_Burwell_albums
Casablanca_(film)
Casablanca_Records_soundtracks
Casper_films
Castaways_in_fiction
Castle_Rock_Entertainment_films
Cat_Stevens_albums
Catholic_Worker_Movement
CBC_network_shows
CBS_Films_films
Central_Intelligence_Agency_in_fiction
Charisma_Records_soundtracks
Charlie_Chaplin
Chase_films
Cheech_&_Chong_(film_series)
Cheerleading_films
Child_superheroes
Children_of_the_Corn_films
Children's_fantasy_films
Children's_films
Child's_Play_(film_series)
Chinatown_Los_Angeles
Chinatown_San_Francisco
Chinese_drama_films
Chinese_films
Chinese_LGBT-related_films
Chinese_romantic_drama_films
Chinese-language_films
Christchurch
Christian_and_Jewish_interfaith_topics
Christian_animation
Christian_eschatology
Ciby_2000_films
Cinema_of_Albania
Cinerama
Cinergi_Pictures_films
Circus_films
Class_reunions_in_film_television_and_literature
Claude_Jutra_Award_winning_films
Clay_animation_television_series_and_films
Clerks_(film)
Climate_change_films
Cloning_in_fiction
Cluedo
Coca-Cola_in_popular_culture
Cold_War_aviation_films
Cold_War_espionage
Cold_War_films
Cold_War_spy_films
Cold_War_submarine_films
Collage_film
Color_film_noir
Color_sequels_of_black-and-white_films
Columbia_Pictures_animated_films
Columbia_Pictures_films
Columbia_Records_compilation_albums
Columbia_Records_soundtracks
Comedy_Central_films
Comedy_mystery_films
Comedy_of_remarriage_films
Comedy_science_fiction_films
Comedy_thriller_films
Comets
Comets_in_fiction
Comic_science_fiction
Coming-of-age_films
Coming-of-age_films_based_on_actual_events
Commedia_all'italiana
Compilation_films
Compositions_by_Charles_Williams
Compositions_by_Leonard_Bernstein
Compositions_by_Leslie_Bricusse
Computer-animated_films
Conan_the_Barbarian
Concert_films
Conspiracy
Cooking_films
Counterculture_of_the_1960s
Country_music_films
Courtney_Love
Courtroom_films
Crazy_Horse_(band)_albums
Crimes_involving_Satanism_or_the_occult
Criminal_comedy_films
Croatian_films
Croatian-language_films
Cross-dressing_in_film
Crossover_animation
Crossover_films
Crown_International_Pictures_films
Cruise/Wagner_Productions_films
Crusades_films
Cryonics_in_fiction
Cryptography_in_fiction
Cthulhu_Mythos_films
Cue_sports_films_and_television
Cultural_depictions_of_Billy_the_Kid
Cultural_depictions_of_Elizabeth_I_of_England
Cultural_depictions_of_Elizabeth_II
Cultural_depictions_of_Eva_Per%C3%B3n
Culture_of_Astoria_Oregon
Culture_of_Atlanta_Georgia
Culture_of_Baltimore_Maryland
Culture_of_Dubuque_Iowa
Culture_of_Edmonton
Culture_of_Nashville_Tennessee
Culture_of_Newark_New_Jersey
Culture_of_the_University_of_Cambridge
Cyberpunk_anime_and_manga
Cyberpunk_films
Cyborgs_in_fiction
Cycling_films
Czech_animated_films
Czech_films
Czech_Republic%E2%80%93Russia_relations
Czech-language_films
Dance_animation
Dance_films
Danish_drama_films
Danish_films
Danish_musical_films
Danish-language_films
Danny_Elfman_albums
Danville_Kentucky
Dark_fantasy_films
Dave_Grohl
David_Bowie
David_Letterman
Davis_Entertainment_films
DC_animated_universe_films
Death_in_art
Defection_in_fiction
Demons_in_film
Denham_films
Depictions_of_Caligula_on_film
Depictions_of_Moses
Depictions_of_Napoleon_on_film
Destination_Films_films
Detective_films
Detroit_Michigan_in_fiction
Detroit_Tigers
Dick_Tracy_films
Die_Hard
Digimon_films
Dimension_Films_films
Dinosaur_films
Directorial_debut_films
Direct-to-video_drama_films
Direct-to-video_erotic_thriller_films
Direct-to-video_horror_films
Direct-to-video_prequel_films
Direct-to-video_sequel_films
Dirk_Pitt_films
Dirty_Harry
Disaster_films
Disaster_films_based_on_actual_events
Disco_films
Discrimination_in_fiction
Disney_animated_features_canon
Disney_animated_films
Disney_animated_short_films_1960s
Disney_direct-to-video_animated_films
Disney_documentary_films
Disney_film_remakes
Disney_Princess
Disney_Renaissance
Disney's_Aladdin
Disney's_Beauty_and_the_Beast
Disney's_Cinderella
Disney's_Hercules
Disney's_Pocahontas
Disney's_Sleeping_Beauty
Disney's_Snow_White
Disney's_The_Jungle_Book
DisneyToon_Studios_animated_films
Dissociative_identity_disorder_in_popular_culture
Doctor_Dolittle
Docudramas
Documentary_films_about_actors
Documentary_films_about_American_politicians
Documentary_films_about_American_politics
Documentary_films_about_animation
Documentary_films_about_Anne_Frank
Documentary_films_about_Antarctica
Documentary_films_about_Asian_Americans
Documentary_films_about_basketball
Documentary_films_about_boxing
Documentary_films_about_business
Documentary_films_about_children
Documentary_films_about_Christianity_in_the_United_States
Documentary_films_about_comedy
Documentary_films_about_comics
Documentary_films_about_conspiracy_theories
Documentary_films_about_crime
Documentary_films_about_Cuba
Documentary_films_about_dance
Documentary_films_about_education
Documentary_films_about_education_in_the_United_States
Documentary_films_about_elections
Documentary_films_about_fandom
Documentary_films_about_film_directors_and_producers
Documentary_films_about_films
Documentary_films_about_globalization
Documentary_films_about_heavy_metal_music_and_musicians
Documentary_films_about_hip_hop_music_and_musicians
Documentary_films_about_historical_events
Documentary_films_about_HIV/AIDS
Documentary_films_about_Hollywood
Documentary_films_about_Los_Angeles_California
Documentary_films_about_music_and_musicians
Documentary_films_about_New_York_City
Documentary_films_about_philosophers
Documentary_films_about_politics
Documentary_films_about_prostitution
Documentary_films_about_punk_music_and_musicians
Documentary_films_about_race_and_ethnicity_in_the_United_States
Documentary_films_about_singers
Documentary_films_about_spirituality
Documentary_films_about_sports
Documentary_films_about_Star_Trek
Documentary_films_about_surfing
Documentary_films_about_technology
Documentary_films_about_television
Documentary_films_about_the_film_industry
Documentary_films_about_the_Holocaust
Documentary_films_about_the_labor_movement
Documentary_films_about_the_People's_Republic_of_China
Documentary_films_about_the_Vietnam_War
Documentary_films_about_Tibet
Documentary_films_about_United_States_history
Documentary_films_about_United_States_space_exploration
Documentary_films_about_visual_artists
Documentary_films_about_women
Documentary_films_about_writers
Dogme_95_films
Dolby_Surround_7.1_films
Donald_Duck_films
Doubleday_Doran_books
Down_syndrome_in_film
Dr._Jekyll_and_Mr._Hyde_films
Dr._No_(film)
Dracula_films
Drag_ball_culture
Drama_films_based_on_actual_events
Dreams_in_fiction
DreamWorks_Animation_animated_films
DreamWorks_films
Drug_culture
Dubois_County_Indiana
Dumbo
Dust_Bowl
Dutch_drama_films
Dutch_fantasy_films
Dutch_films
Dutch_romance_films
Dutch-language_films
Dwarves_in_popular_culture
Dyslexia_in_fiction
Dystopian_films
E._M._Forster
E.T._the_Extra-Terrestrial
Eagle-Lion_Films_films
Earth's_Children
East_Harlem
Eastern_Front_of_World_War_II_films
Eco-terrorism_in_fiction
Edgar_Award_winning_works
Edward_L._Beach_Jr.
Egyptian_mythology_in_popular_culture
Egyptian-language_films
Electronic_music
Electronic_soundtracks
Elektra_Records_compilation_albums
Elektra_Records_soundtracks
Elliott_Smith
Elstree_Studios_films
EMI
Emmy_Award_winning_programs
Empire_International_Pictures_films
Empire_State_Building
English_films
English_horror_films
English-language_compilation_albums
English-language_films
English-language_foreign_films
English-language_Indian_films
English-language_live_albums
English-language_soundtracks
English-language_South_Asian_films
Environmental_films
Epic_films
Epic_films_based_on_actual_events
Erotic_fantasy_films
Erotic_films
Erotic_romance_films
Erotic_thriller_films
Esperanto-language_films
Essex_Massachusetts
Estudios_Churubusco_films
Eugenics_in_fiction
EuropaCorp_films
Euthanasia
Existentialist_works
Exorcism_in_fiction
Exploitation_films
Expressionist_films
Fairies_and_sprites_in_popular_culture
Fakelore
Famous_Players-Lasky_films
Fantasia_(franchise)
Fantasy_adventure_films
Fantasy-comedy_films
Fargo%E2%80%93Moorhead
Fashion
Faye_Wong
FBI_in_fiction
Features_based_on_short_films
Female_buddy_films
Feminine_given_names
Feminist_films
Ferris_Bueller's_Day_Off
Fiction_narrated_by_a_dead_person
Fiction_with_unreliable_narrators
Fictional_Amazonia_people
Fictional_American_people_of_Scottish_descent
Fictional_amorphous_creatures
Fictional_angels
Fictional_ants
Fictional_automobiles
Fictional_ball_games
Fictional_basketball_players
Fictional_bears
Fictional_beauticians
Fictional_bounty_hunters
Fictional_Buddhist_monks
Fictional_butchers
Fictional_Cajuns
Fictional_cats
Fictional_characters_from_Utah
Fictional_characters_from_Wisconsin
Fictional_characters_with_multiple_personalities
Fictional_chickens
Fictional_comets
Fictional_concepts_of_the_afterlife
Fictional_conjoined_twins
Fictional_Democrats_(United_States)
Fictional_demons
Fictional_dinosaurs
Fictional_duos
Fictional_elephants
Fictional_extraterrestrial_characters
Fictional_foods
Fictional_games
Fictional_gates
Fictional_golfers
Fictional_gorillas
Fictional_government_investigations_of_the_paranormal
Fictional_hairdressers
Fictional_ice_hockey_players
Fictional_Jamaican_people
Fictional_killer_whales
Fictional_librarians
Fictional_materials
Fictional_Medal_of_Honor_recipients
Fictional_museums
Fictional_musical_groups
Fictional_mutants
Fictional_parrots
Fictional_pirates
Fictional_populated_places
Fictional_pornographic_film_actors
Fictional_portrayals_of_God
Fictional_portrayals_of_the_Chicago_Police_Department
Fictional_portrayals_of_the_Detroit_Police_Department
Fictional_portrayals_of_the_Devil
Fictional_portrayals_of_the_Los_Angeles_Police_Department
Fictional_portrayals_of_the_Miami-Dade_Police_Department
Fictional_portrayals_of_the_New_York_City_Police_Department
Fictional_portrayals_of_the_Pittsburgh_Bureau_of_Police
Fictional_portrayals_of_the_San_Francisco_Police_Department
Fictional_princesses
Fictional_religious_workers
Fictional_secret_societies
Fictional_shops
Fictional_shrews
Fictional_soldiers
Fictional_submarines
Fictional_television_programming
Fictional_twins
Fictional_vampires
