Crocodile_Dundee_films
101_Dalmatians_films
1757_in_fiction
1788_in_fiction
1819_in_fiction
1910s_adventure_films
1910s_comedy_films
1910s_drama_films
1910s_short_films
1915_films
1917_films
1919_films
1920_films
1920s_adventure_films
1920s_comedy_films
1920s_comedy-drama_films
1920s_crime_films
1920s_drama_films
1920s_fantasy_films
1920s_musical_films
1920s_romance_films
1920s_romantic_comedy_films
1920s_short_films
1920s_sports_films
1920s_thriller_films
1920s_Western_(genre)_films
1921_films
1922_films
1923_films
1924_Summer_Olympics
1925_films
1926_films
1927_films
1928_films
1929_films
1930_films
1930s_adventure_films
1930s_American_animated_films
1930s_comedy_films
1930s_comedy-drama_films
1930s_crime_drama_films
1930s_crime_films
1930s_documentary_films
1930s_drama_films
1930s_fantasy_films
1930s_historical_films
1930s_horror_films
1930s_musical_comedy_films
1930s_musical_films
1930s_mystery_films
1930s_romance_films
1930s_romantic_comedy_films
1930s_romantic_drama_films
1930s_thriller_films
1930s_Western_(genre)_films
1931_films
1932_films
1932_in_California
1933_films
1934_films
1935_films
1936_films
1937_animated_films
1937_films
1938_films
1939_animated_films
1939_films
1940_animated_films
1940_films
1940s_adventure_films
1940s_comedy_films
1940s_comedy-drama_films
1940s_crime_drama_films
1940s_crime_films
1940s_drama_films
1940s_fantasy_films
1940s_horror_films
1940s_musical_comedy_films
1940s_musical_films
1940s_mystery_films
1940s_romance_films
1940s_romantic_comedy_films
1940s_romantic_drama_films
1940s_short_films
1940s_thriller_films
1940s_war_films
1940s_Western_(genre)_films
1941_animated_films
1941_films
1941_novels
1942_animated_films
1942_films
1943_films
1944_animated_films
1944_films
1945_films
1945_novels
1946_animated_films
1946_films
1947_animated_films
1947_films
1948_animated_films
1948_films
1949_films
1950_animated_films
1950_films
1950s_3D_films
1950s_adventure_films
1950s_comedy_films
1950s_comedy-drama_films
1950s_crime_drama_films
1950s_crime_films
1950s_drama_films
1950s_fantasy_films
1950s_historical_films
1950s_horror_films
1950s_in_fiction
1950s_musical_comedy_films
1950s_musical_films
1950s_mystery_films
1950s_romance_films
1950s_romantic_comedy_films
1950s_romantic_drama_films
1950s_science_fiction_films
1950s_thriller_films
1950s_Western_(genre)_films
1951_animated_films
1951_films
1952_films
1953_animated_films
1953_films
1954_films
1955_animated_films
1955_films
1955_novels
1956_films
1957_films
1958_films
1959_animated_films
1959_films
1960_films
1960_horror_films
1960s_action_films
1960s_adventure_films
1960s_American_animated_films
1960s_comedy_films
1960s_comedy-drama_films
1960s_crime_drama_films
1960s_crime_films
1960s_crime_thriller_films
1960s_drama_films
1960s_fantasy_films
1960s_historical_films
1960s_Malayalam-language_films
1960s_musical_comedy_films
1960s_musical_films
1960s_mystery_films
1960s_romance_films
1960s_romantic_comedy_films
1960s_romantic_drama_films
1960s_science_fiction_films
1960s_thriller_films
1960s_war_films
1960s_Western_(genre)_films
1961_films
1961_horror_films
1962_films
1962_horror_films
1962_novels
1963_animated_films
1963_films
1963_horror_films
1964_films
1964_horror_films
1964_plays
1965_films
1965_horror_films
1966_films
1967_films
1967_novels
1968_animated_films
1968_films
1968_horror_films
1969_films
1970_films
1970s_action_films
1970s_action_thriller_films
1970s_adventure_films
1970s_comedy_films
1970s_comedy_horror_films
1970s_comedy-drama_films
1970s_crime_drama_films
1970s_crime_films
1970s_crime_thriller_films
1970s_documentary_films
1970s_drama_films
1970s_fantasy_films
1970s_horror_films
1970s_LGBT-related_films
1970s_musical_comedy_films
1970s_musical_films
1970s_mystery_films
1970s_pornographic_films
1970s_romantic_comedy_films
1970s_romantic_drama_films
1970s_science_fiction_films
1970s_teen_films
1970s_thriller_films
1970s_war_films
1970s_Western_(genre)_films
1971_films
1972_films
1972_horror_films
1973_films
1973_horror_films
1974_books
1974_films
1975_films
1975_horror_films
1975_in_the_Soviet_Union
1975_soundtracks
1976_films
1976_horror_films
1976_soundtracks
1977_animated_films
1977_films
1977_horror_films
1978_animated_films
1978_films
1978_horror_films
1978_soundtracks
1979_films
1979_horror_films
1980_films
1980_horror_films
1980s_3D_films
1980s_action_films
1980s_action_thriller_films
1980s_adventure_films
1980s_American_animated_films
1980s_biographical_films
1980s_comedy_films
1980s_comedy_horror_films
1980s_comedy-drama_films
1980s_crime_drama_films
1980s_crime_films
1980s_crime_thriller_films
1980s_documentary_films
1980s_drama_films
1980s_fantasy_films
1980s_musical_comedy_films
1980s_musical_films
1980s_mystery_films
1980s_romance_films
1980s_romantic_comedy_films
1980s_romantic_drama_films
1980s_science_fiction_films
1980s_teen_films
1980s_thriller_films
1980s_war_films
1980s_Western_(genre)_films
1981_animated_films
1981_films
1981_horror_films
1981_soundtracks
1982_animated_films
1982_films
1982_horror_films
1982_soundtracks
1983_films
1983_horror_films
1984_albums
1984_comic_debuts
1984_films
1984_horror_films
1984_live_albums
1984_soundtracks
1985_animated_films
1985_films
1985_horror_films
1985_novels
1985_soundtracks
1986_animated_films
1986_films
1986_horror_films
1986_television_films
1987_films
1987_horror_films
1987_soundtracks
1988_anime_films
1988_films
1988_horror_films
1988_soundtracks
1988_Writers_Guild_of_America_strike
1989_animated_films
1989_anime_films
1989_direct-to-video_films
1989_films
1989_horror_films
1989_novels
1989_soundtracks
1990_direct-to-video_films
1990_films
1990_horror_films
1990_soundtracks
1990s_3D_films
1990s_action_films
1990s_action_thriller_films
1990s_adventure_films
1990s_American_animated_films
1990s_biographical_films
1990s_comedy_films
1990s_comedy_horror_films
1990s_comedy-drama_films
1990s_crime_drama_films
1990s_crime_films
1990s_crime_thriller_films
1990s_criminal_comedy_films
1990s_documentary_films
1990s_drama_films
1990s_fantasy_films
1990s_LGBT-related_films
1990s_musical_comedy_films
1990s_musical_films
1990s_mystery_films
1990s_romance_films
1990s_romantic_comedy_films
1990s_romantic_drama_films
1990s_science_fiction_films
1990s_science_fiction_horror_films
1990s_teen_films
1990s_thriller_films
1990s_war_films
1990s_Western_(genre)_films
1991_animated_films
1991_films
1991_horror_films
1991_Perfect_Storm
1991_soundtracks
1991_video_albums
1992_films
1992_horror_films
1992_in_religion
1992_plays
1993_albums
1993_animated_films
1993_compilation_albums
1993_direct-to-video_films
1993_films
1993_horror_films
1993_in_chess
1993_soundtracks
1993_television_films
1994_animated_films
1994_direct-to-video_films
1994_films
1994_horror_films
1994_soundtracks
1995_animated_films
1995_direct-to-video_films
1995_films
1995_horror_films
1995_in_Vietnam
1995_soundtracks
1995_television_films
1996_albums
1996_animated_films
1996_direct-to-video_films
1996_films
1996_horror_films
1996_musicals
1996_soundtracks
1996_television_films
1997_animated_films
1997_anime_films
1997_films
1997_horror_films
1997_live_albums
1997_novels
1997_soundtracks
1998_animated_films
1998_compilation_albums
1998_direct-to-video_films
1998_films
1998_horror_films
1998_soundtracks
1999_animated_films
1999_compilation_albums
1999_films
1999_horror_films
1999_in_Belgium
1999_novels
1999_soundtracks
1999_video_albums
2000_animated_films
2000_compilation_albums
2000_computer-animated_films
2000_direct-to-video_films
2000_films
2000_horror_films
2000_live_albums
2000_soundtracks
2000_video_albums
2000s_action_films
2000s_action_thriller_films
2000s_adventure_films
2000s_American_animated_films
2000s_comedy_films
2000s_comedy_horror_films
2000s_comedy-drama_films
2000s_computer-animated_films
2000s_crime_drama_films
2000s_crime_films
2000s_crime_thriller_films
2000s_documentary_films
2000s_drama_films
2000s_fantasy_films
2000s_musical_films
2000s_pornographic_films
2000s_psychological_thriller_films
2000s_romance_films
2000s_romantic_comedy_films
2000s_romantic_drama_films
2000s_science_fiction_films
2000s_teen_films
2000s_thriller_films
2000s_Western_(genre)_films
2001_films
2002_films
2003_films
2003_horror_films
2004_films
2005_films
2007_albums
2007_films
2008_films
2008_horror_films
2009_films
2010s_drama_films
2011_direct-to-video_films
2011_films
2012_3D_films
2013_in_fiction
2032_in_fiction
20th_Century_Fox_animated_films
20th_Century_Fox_films
20th_Century_Fox_Records_albums
40_Acres_&_A_Mule_Filmworks_films
A&M_Records_soundtracks
A_Band_Apart_films
A_Midsummer_Night's_Dream
A_Nightmare_on_Elm_Street
Aaliyah
Aardman_Animations
Abbott_and_Costello_(film_series)
ABC_Records_soundtracks
Ace_Ventura
Action_comedy_films
Action_figures
Action_horror_films
Adaptations_of_works_by_Akira_Kurosawa
Adaptations_of_works_by_Arthur_C._Clarke
Adaptations_of_works_by_August_Strindberg
Adaptations_of_works_by_Daphne_du_Maurier
Adaptations_of_works_by_Edmond_Rostand
Adaptations_of_works_by_Farley_Mowat
Adaptations_of_works_by_John_Steinbeck
Adaptations_of_works_by_Nikos_Kazantzakis
Adaptations_of_works_by_Ray_Bradbury
Adaptations_of_works_by_Robert_Sheckley
Adaptations_of_works_by_William_Blake
Adolf_Hitler_in_fiction
Adultery_in_films
Adventure_comedy_films
Adventure_drama_films
Aerosmith
African_Americans_in_the_Civil_War
African-American_Civil_Rights_Movement_(1955%E2%80%931968)_in_film
African-American_films
African-American_gender_relations_in_popular_culture
Afrikaans-language_films
Aftermath_of_war
Ageism_in_fiction
Air_Bud_(series)
Air_traffic_control_in_the_United_States
Aircraft_hijacking
Albanian-language_films
Albinism_in_popular_culture
Albums_produced_by_Billy_Talbot
Albums_produced_by_Frank_Sampedro
Albums_produced_by_Neil_Young
Albums_produced_by_Ralph_Molina
Albums_produced_by_T-Bone_Burnett
Albums_recorded_at_Abbey_Road_Studios
Albums_with_cover_art_by_Drew_Struzan
Alcatraz_Island_in_fiction
Alcon_Entertainment_films
Alien_(franchise)_films
Alien_abduction_films
Alien_invasions_in_films
Alien_Nation_films
Alien_visitations_in_fiction
Alien_zoos_in_fiction
All_Dogs_Go_to_Heaven
Allied_Artists_films
Alt_porn
Alternate_history_films
Alternate_Nazi_Germany_films
Alternative_sequel_films
Amblin_Entertainment_films
American_3D_films
American_action_comedy_films
American_action_films
American_action_thriller_films
American_adventure_comedy_films
American_adventure_drama_films
American_adventure_films
American_animated_films
American_anti-communist_propaganda_films
American_avant-garde_and_experimental_films
American_aviation_films
American_baseball_films
American_basketball_films
American_biographical_films
American_black_comedy_films
American_business_films
American_children's_fantasy_films
American_children's_films
American_Christmas_films
American_Civil_War_films
American_comedy_films
American_comedy_horror_films
American_comedy_science_fiction_films
American_comedy_thriller_films
American_comedy-drama_films
American_coming-of-age_films
American_crime_drama_films
American_crime_films
American_crime_thriller_films
American_criminal_comedy_films
American_dance_films
American_disaster_films
American_documentary_films
American_drama_films
American_epic_films
American_fantasy_adventure_films
American_fantasy_films
American_fantasy-comedy_films
American_films
American_folklore_films_and_television_series
American_football_films
American_Forces_Network
American_high_school_films
American_historical_films
American_horror_films
American_independent_films
American_Indian_Wars_films
American_International_Pictures_films
American_legal_drama_films
American_legal_films
American_LGBT-related_films
American_musical_comedy_films
American_musical_drama_films
American_musical_films
American_mystery_films
American_parody_films
American_Pie_(series)
American_political_comedy_films
American_political_drama_films
American_political_films
American_political_novels
American_political_satire_films
American_political_thriller_films
American_pornographic_films
American_remakes_of_French_films
American_Revolutionary_War_films
American_rock_music_films
American_rock_musicals
American_romance_films
American_romantic_comedy_films
American_romantic_drama_films
American_romantic_fantasy_films
American_romantic_musical_films
American_satirical_films
American_science_fiction_action_films
American_science_fiction_films
